Número de viajeros;Edad_media_viajeros;cantidad de niños;País_origen;Ingreso Familiar;Motivo Viaje;Presupuesto Viaje;Fecha Viaje;País Destino;;;;;;;;;;;
4;48;2;Chile;2922;Ocio;1651;05-04-22;Colombia;;;;;;;;;;;
4;48;1;México;2391;Ocio;1278;04-04-22;España;;;;;;;;;;;
2;41;4;Chile;3037;Ocio;1629;13-01-22;Estados Unidos;;;;;;;;;;;
4;43;2;Chile;2786;Negocios;1884;03-04-20;Estados Unidos;;;;;;;;;;;
1;41;2;México;2162;Ocio;1483;07-04-21;Canadá;;;;;;;;;;;
2;44;4;Chile;2722;Negocios;1560;11-03-20;Argentina;;;;;;;;;;;
3;33;3;Chile;3000;Ocio;2008;19-03-20;Perú;;;;;;;;;;;
1;44;2;México;2039;Ocio;1341;01-04-19;Canadá;;;;;;;;;;;
1;34;2;España;2509;Negocios;2804;14-09-19;Reino Unido;;;;;;;;;;;
1;49;3;España;2682;Ocio;2584;05-04-22;Alemania;;;;;;;;;;;
4;41;4;España;2738;Otros;1840;04-04-20;Alemania;;;;;;;;;;;
1;32;1;España;2792;Negocios;2427;05-04-22;Reino Unido;;;;;;;;;;;
1;49;4;Chile;3075;Ocio;1770;02-04-22;Estados Unidos;;;;;;;;;;;
1;35;2;México;2012;Otros;1386;01-04-21;España;;;;;;;;;;;
1;33;3;México;2097;Negocios;1128;03-04-20;España;;;;;;;;;;;
4;49;3;España;2575;Otros;2212;12-09-20;Estados Unidos;;;;;;;;;;;
1;33;1;Chile;3088;Otros;1788;05-01-20;Perú;;;;;;;;;;;
1;37;2;España;2773;Otros;2134;01-04-20;Suiza;;;;;;;;;;;
3;47;2;México;2084;Otros;1462;12-02-22;Colombia;;;;;;;;;;;
3;30;4;Chile;3155;Ocio;2041;18-01-23;Brasil;;;;;;;;;;;
1;50;2;Chile;2679;Ocio;1599;07-04-19;Brasil;;;;;;;;;;;
1;49;3;España;2691;Otros;1896;05-04-19;Reino Unido;;;;;;;;;;;
1;43;1;España;2544;Otros;2759;02-04-21;Estados Unidos;;;;;;;;;;;
4;30;4;Chile;2595;Negocios;2845;15-02-23;Colombia;;;;;;;;;;;
2;39;2;España;2569;Ocio;2051;11-09-22;Francia;;;;;;;;;;;
3;34;2;México;2364;Otros;1327;25-01-23;España;;;;;;;;;;;
2;41;1;México;2412;Otros;1226;28-02-22;Colombia;;;;;;;;;;;
1;41;1;España;2526;Negocios;1946;25-07-19;Suiza;;;;;;;;;;;
3;31;2;España;2523;Otros;2995;03-04-22;Francia;;;;;;;;;;;
4;45;2;Chile;2625;Negocios;2918;01-03-23;Argentina;;;;;;;;;;;
1;46;1;Chile;3014;Negocios;2354;03-04-21;Estados Unidos;;;;;;;;;;;
1;39;3;España;2791;Negocios;1730;06-04-22;Estados Unidos;;;;;;;;;;;
3;41;4;México;2408;Negocios;1487;06-04-21;España;;;;;;;;;;;
1;38;4;México;2299;Otros;1200;28-02-23;Estados Unidos;;;;;;;;;;;
3;32;3;México;2351;Ocio;1375;30-01-20;Canadá;;;;;;;;;;;
4;37;3;Chile;2942;Negocios;2669;22-02-20;Argentina;;;;;;;;;;;
3;49;1;Chile;2913;Ocio;2421;12-02-21;Colombia;;;;;;;;;;;
3;38;1;México;2043;Ocio;1231;04-04-21;Estados Unidos;;;;;;;;;;;
4;47;2;Chile;3208;Ocio;1994;02-04-22;Colombia;;;;;;;;;;;
2;44;2;México;2056;Otros;1014;03-04-21;Estados Unidos;;;;;;;;;;;
1;48;2;Chile;3085;Otros;2427;11-03-22;Brasil;;;;;;;;;;;
3;33;3;España;2457;Otros;1470;02-04-19;Francia;;;;;;;;;;;
4;32;3;México;2337;Ocio;1477;31-01-20;Estados Unidos;;;;;;;;;;;
3;44;4;México;2048;Ocio;1480;03-04-19;Colombia;;;;;;;;;;;
4;32;2;España;2672;Otros;1643;22-07-20;Estados Unidos;;;;;;;;;;;
4;44;4;Chile;2888;Ocio;1543;04-04-22;Argentina;;;;;;;;;;;
3;47;1;España;2665;Negocios;1608;02-04-20;Francia;;;;;;;;;;;
2;46;1;Chile;3214;Otros;2416;23-01-23;Estados Unidos;;;;;;;;;;;
4;39;2;Chile;2810;Otros;1595;05-04-19;Brasil;;;;;;;;;;;
1;45;4;México;2164;Ocio;1081;10-03-22;Estados Unidos;;;;;;;;;;;
2;37;4;España;2688;Otros;1179;12-08-22;Alemania;;;;;;;;;;;
1;33;4;España;2706;Ocio;1297;23-07-20;Estados Unidos;;;;;;;;;;;
2;41;1;Chile;3148;Otros;2688;07-04-22;Estados Unidos;;;;;;;;;;;
2;50;4;España;2792;Otros;1003;11-08-22;Francia;;;;;;;;;;;
3;49;3;México;2203;Ocio;1139;03-03-21;Canadá;;;;;;;;;;;
3;45;1;España;2593;Otros;1063;04-04-21;Estados Unidos;;;;;;;;;;;
2;38;1;México;2051;Ocio;1463;28-02-21;España;;;;;;;;;;;
2;43;4;México;2338;Negocios;1133;08-01-21;Cuba;;;;;;;;;;;
3;46;2;Chile;2846;Otros;2366;23-12-21;Argentina;;;;;;;;;;;
2;32;1;México;2240;Negocios;1217;21-02-20;Colombia;;;;;;;;;;;
1;48;3;Chile;2938;Otros;2192;24-12-20;Brasil;;;;;;;;;;;
1;50;4;España;2508;Ocio;2131;03-04-21;Alemania;;;;;;;;;;;
4;30;2;Chile;2979;Otros;1764;04-04-20;Estados Unidos;;;;;;;;;;;
1;31;4;México;2119;Ocio;1460;02-04-20;Colombia;;;;;;;;;;;
1;38;4;España;2739;Otros;1672;02-04-20;Reino Unido;;;;;;;;;;;
1;38;2;Chile;2682;Negocios;1810;06-04-22;Estados Unidos;;;;;;;;;;;
1;43;4;México;2427;Ocio;1362;20-03-20;Estados Unidos;;;;;;;;;;;
4;32;4;México;2330;Ocio;1178;03-04-19;Cuba;;;;;;;;;;;
2;33;2;España;2805;Otros;1066;02-04-19;Suiza;;;;;;;;;;;
1;46;3;México;2303;Otros;1117;03-04-20;España;;;;;;;;;;;
3;36;4;Chile;2950;Negocios;2347;03-02-20;Argentina;;;;;;;;;;;
2;37;4;Chile;2680;Negocios;1650;06-04-19;Estados Unidos;;;;;;;;;;;
1;36;1;España;2472;Ocio;1887;19-08-22;Estados Unidos;;;;;;;;;;;
3;47;3;Chile;2570;Otros;2590;01-04-21;Perú;;;;;;;;;;;
3;35;3;México;2158;Otros;1113;01-04-22;Estados Unidos;;;;;;;;;;;
3;42;4;México;2306;Otros;1204;03-04-20;Estados Unidos;;;;;;;;;;;
4;37;1;México;2419;Ocio;1488;03-04-20;España;;;;;;;;;;;
3;47;3;México;2115;Ocio;1174;01-04-19;Estados Unidos;;;;;;;;;;;
4;41;3;México;2372;Otros;1075;09-01-21;Estados Unidos;;;;;;;;;;;
4;44;4;México;2326;Ocio;1055;09-01-23;Colombia;;;;;;;;;;;
2;37;4;Chile;2568;Otros;2868;30-01-22;Colombia;;;;;;;;;;;
4;44;3;Chile;2988;Ocio;1711;01-04-22;Argentina;;;;;;;;;;;
1;37;1;México;2179;Ocio;1338;16-03-20;Canadá;;;;;;;;;;;
4;33;3;Chile;2954;Ocio;2306;07-04-21;Colombia;;;;;;;;;;;
3;42;4;Chile;3022;Negocios;1532;24-12-20;Brasil;;;;;;;;;;;
2;31;2;México;2110;Otros;1288;05-04-21;Colombia;;;;;;;;;;;
1;46;3;México;2206;Negocios;1140;06-04-20;Colombia;;;;;;;;;;;
1;31;2;España;2507;Ocio;2372;02-07-22;Estados Unidos;;;;;;;;;;;
3;30;4;México;2279;Ocio;1209;08-03-23;Estados Unidos;;;;;;;;;;;
4;31;4;Chile;3146;Otros;2772;11-02-20;Argentina;;;;;;;;;;;
2;42;1;España;2540;Ocio;1105;05-04-22;Alemania;;;;;;;;;;;
3;34;3;Chile;3214;Ocio;2466;22-12-21;Estados Unidos;;;;;;;;;;;
1;48;4;España;2774;Otros;2343;25-07-22;Reino Unido;;;;;;;;;;;
1;45;4;México;2122;Negocios;1209;03-04-19;España;;;;;;;;;;;
3;44;4;Chile;2882;Otros;2162;11-02-20;Argentina;;;;;;;;;;;
2;34;1;Chile;2994;Otros;1895;02-04-20;Colombia;;;;;;;;;;;
3;36;1;Chile;2736;Negocios;1741;31-12-22;Perú;;;;;;;;;;;
1;32;4;España;2639;Ocio;2639;28-08-22;Alemania;;;;;;;;;;;
1;32;2;Chile;3036;Negocios;1840;07-04-22;Colombia;;;;;;;;;;;
2;38;4;España;2540;Ocio;1160;23-08-21;Reino Unido;;;;;;;;;;;
2;42;3;Chile;2782;Otros;2536;05-01-21;Perú;;;;;;;;;;;
3;41;1;Chile;2993;Negocios;2547;21-01-20;Estados Unidos;;;;;;;;;;;
1;35;1;España;2629;Ocio;2526;04-04-22;Estados Unidos;;;;;;;;;;;
3;43;3;España;2496;Ocio;1973;10-08-22;Alemania;;;;;;;;;;;
3;37;1;México;2069;Otros;1174;23-12-19;Colombia;;;;;;;;;;;
3;32;1;España;2727;Otros;1219;23-08-21;Estados Unidos;;;;;;;;;;;
3;31;1;España;2451;Negocios;1918;05-04-22;Alemania;;;;;;;;;;;
3;35;4;España;2474;Negocios;1306;07-07-21;Alemania;;;;;;;;;;;
4;50;4;España;2680;Ocio;2219;14-08-22;Suiza;;;;;;;;;;;
2;38;2;México;2390;Otros;1034;30-01-22;España;;;;;;;;;;;
2;30;1;España;2462;Otros;2028;01-04-19;Francia;;;;;;;;;;;
3;41;1;España;2625;Negocios;2401;03-04-22;Reino Unido;;;;;;;;;;;
3;44;2;Chile;3177;Negocios;2558;04-04-19;Argentina;;;;;;;;;;;
1;39;1;México;2338;Otros;1174;07-04-22;Estados Unidos;;;;;;;;;;;
4;48;1;España;2812;Ocio;2804;05-09-21;Alemania;;;;;;;;;;;
2;38;1;México;2423;Ocio;1311;01-02-22;Estados Unidos;;;;;;;;;;;
3;39;1;Chile;2783;Otros;1836;05-04-19;Brasil;;;;;;;;;;;
1;49;4;Chile;2711;Negocios;2273;18-02-23;Argentina;;;;;;;;;;;
2;48;1;España;2539;Otros;2208;06-04-21;Estados Unidos;;;;;;;;;;;
2;31;2;España;2529;Ocio;1905;04-04-20;Estados Unidos;;;;;;;;;;;
4;34;1;México;2055;Negocios;1488;21-12-20;Canadá;;;;;;;;;;;
1;46;1;México;2107;Otros;1121;24-02-23;Canadá;;;;;;;;;;;
4;32;4;Chile;3106;Ocio;1645;07-02-22;Argentina;;;;;;;;;;;
1;36;2;España;2765;Ocio;1394;06-09-19;Francia;;;;;;;;;;;
4;39;2;Chile;3090;Otros;1645;18-02-20;Perú;;;;;;;;;;;
1;47;1;España;2481;Ocio;2692;05-04-22;Francia;;;;;;;;;;;
3;37;2;México;2097;Ocio;1041;02-04-19;Cuba;;;;;;;;;;;
1;47;1;México;2398;Negocios;1498;03-04-21;España;;;;;;;;;;;
2;32;1;Chile;2989;Otros;2123;28-12-19;Estados Unidos;;;;;;;;;;;
1;45;1;Chile;3041;Negocios;1622;15-03-20;Perú;;;;;;;;;;;
2;45;3;Chile;2877;Ocio;2218;04-04-21;Colombia;;;;;;;;;;;
1;45;1;España;2582;Negocios;1092;03-04-22;Estados Unidos;;;;;;;;;;;
1;41;2;Chile;2834;Ocio;1583;06-04-22;Argentina;;;;;;;;;;;
3;38;3;México;2244;Otros;1099;01-04-19;Cuba;;;;;;;;;;;
1;33;3;España;2678;Negocios;2286;19-09-21;Alemania;;;;;;;;;;;
3;41;4;Chile;3066;Otros;2674;01-02-21;Estados Unidos;;;;;;;;;;;
2;47;1;España;2570;Ocio;1597;10-09-21;Estados Unidos;;;;;;;;;;;
3;35;2;Chile;2734;Otros;1842;07-01-22;Perú;;;;;;;;;;;
2;42;2;España;2508;Ocio;2739;24-06-21;Alemania;;;;;;;;;;;
4;33;2;España;2641;Ocio;1575;02-04-19;Estados Unidos;;;;;;;;;;;
3;36;4;México;2115;Ocio;1347;04-04-19;España;;;;;;;;;;;
1;33;3;México;2008;Ocio;1270;30-01-23;Estados Unidos;;;;;;;;;;;
2;46;1;México;2028;Negocios;1057;05-01-21;Colombia;;;;;;;;;;;
1;38;3;México;2427;Otros;1487;07-04-19;Colombia;;;;;;;;;;;
2;38;2;Chile;2775;Negocios;2120;13-02-21;Estados Unidos;;;;;;;;;;;
3;35;4;México;2374;Ocio;1313;06-02-22;Cuba;;;;;;;;;;;
2;31;3;México;2348;Otros;1493;03-04-19;España;;;;;;;;;;;
1;37;2;España;2512;Otros;1986;04-04-22;Suiza;;;;;;;;;;;
2;41;1;México;2232;Otros;1435;01-04-22;España;;;;;;;;;;;
4;34;1;España;2623;Ocio;1326;18-07-22;Alemania;;;;;;;;;;;
3;46;2;Chile;3041;Ocio;2955;04-04-19;Brasil;;;;;;;;;;;
4;42;4;México;2174;Negocios;1463;04-04-21;Colombia;;;;;;;;;;;
3;46;3;España;2738;Negocios;2127;01-04-22;Suiza;;;;;;;;;;;
4;49;3;México;2414;Otros;1148;07-04-21;Canadá;;;;;;;;;;;
3;39;3;Chile;2999;Otros;2893;07-04-19;Colombia;;;;;;;;;;;
3;48;4;Chile;2873;Otros;1780;14-02-22;Estados Unidos;;;;;;;;;;;
4;49;3;Chile;2611;Otros;1809;08-01-21;Argentina;;;;;;;;;;;
2;49;3;Chile;2654;Negocios;1789;03-03-21;Perú;;;;;;;;;;;
3;42;3;España;2745;Ocio;2644;01-04-19;Reino Unido;;;;;;;;;;;
4;48;1;México;2391;Ocio;1353;07-04-19;Canadá;;;;;;;;;;;
2;43;4;España;2499;Otros;1138;25-06-21;Alemania;;;;;;;;;;;
2;40;1;México;2410;Otros;1419;09-02-21;Estados Unidos;;;;;;;;;;;
1;41;4;España;2726;Negocios;2395;24-08-21;Alemania;;;;;;;;;;;
2;40;1;México;2196;Ocio;1174;14-02-21;Cuba;;;;;;;;;;;
2;37;3;Chile;3160;Ocio;2395;22-01-23;Argentina;;;;;;;;;;;
1;31;1;España;2456;Negocios;1156;17-07-19;Francia;;;;;;;;;;;
4;45;3;España;2805;Negocios;2848;21-07-20;Alemania;;;;;;;;;;;
2;50;4;México;2418;Ocio;1291;04-04-20;Colombia;;;;;;;;;;;
1;44;2;España;2734;Otros;1531;01-04-19;Suiza;;;;;;;;;;;
1;39;3;Chile;3016;Negocios;2890;06-04-19;Brasil;;;;;;;;;;;
3;50;3;México;2130;Otros;1339;05-02-21;Colombia;;;;;;;;;;;
4;46;4;España;2603;Otros;2813;06-04-21;Alemania;;;;;;;;;;;
1;45;4;Chile;2967;Ocio;2543;16-01-23;Estados Unidos;;;;;;;;;;;
4;46;3;España;2522;Otros;1198;28-08-20;Alemania;;;;;;;;;;;
3;38;3;México;2398;Ocio;1335;02-04-22;Cuba;;;;;;;;;;;
4;33;2;Chile;2651;Negocios;2281;05-04-22;Colombia;;;;;;;;;;;
4;34;4;España;2615;Ocio;1008;05-04-20;Estados Unidos;;;;;;;;;;;
3;35;1;México;2430;Negocios;1410;07-01-20;Estados Unidos;;;;;;;;;;;
3;30;4;Chile;2795;Negocios;1715;01-02-21;Argentina;;;;;;;;;;;
1;41;1;México;2220;Negocios;1123;04-04-21;Colombia;;;;;;;;;;;
4;33;3;Chile;2550;Ocio;2135;05-04-22;Estados Unidos;;;;;;;;;;;
4;45;1;México;2231;Otros;1432;15-01-20;Estados Unidos;;;;;;;;;;;
3;32;3;México;2396;Otros;1047;04-04-21;España;;;;;;;;;;;
4;44;4;España;2662;Negocios;2398;01-04-21;Alemania;;;;;;;;;;;
3;41;3;España;2753;Otros;1303;05-09-22;Suiza;;;;;;;;;;;
4;46;1;Chile;2628;Otros;2776;11-01-20;Perú;;;;;;;;;;;
4;44;4;México;2101;Negocios;1383;23-12-19;Cuba;;;;;;;;;;;
4;38;4;España;2534;Negocios;2415;06-04-22;Estados Unidos;;;;;;;;;;;
2;43;1;España;2616;Ocio;1936;03-04-21;Francia;;;;;;;;;;;
3;45;1;México;2038;Ocio;1401;05-04-19;Colombia;;;;;;;;;;;
4;30;2;Chile;2674;Ocio;2062;13-02-23;Colombia;;;;;;;;;;;
4;37;1;España;2617;Ocio;2982;05-04-20;Reino Unido;;;;;;;;;;;
2;45;2;México;2400;Ocio;1045;06-03-21;Estados Unidos;;;;;;;;;;;
3;43;2;Chile;2728;Ocio;2895;05-03-22;Colombia;;;;;;;;;;;
1;43;1;Chile;3201;Ocio;1652;05-04-19;Estados Unidos;;;;;;;;;;;
3;34;3;Chile;3137;Ocio;1616;29-12-22;Estados Unidos;;;;;;;;;;;
4;38;4;España;2643;Ocio;2565;03-04-20;Francia;;;;;;;;;;;
2;36;4;Chile;2953;Ocio;2524;05-04-20;Perú;;;;;;;;;;;
1;39;2;México;2207;Ocio;1162;08-01-20;Canadá;;;;;;;;;;;
2;49;1;España;2661;Ocio;1954;31-08-20;Estados Unidos;;;;;;;;;;;
3;43;3;México;2305;Negocios;1108;28-01-20;Colombia;;;;;;;;;;;
2;50;1;España;2490;Negocios;1095;26-08-21;Reino Unido;;;;;;;;;;;
1;36;1;Chile;3155;Otros;1649;01-01-22;Estados Unidos;;;;;;;;;;;
2;42;1;Chile;2613;Ocio;1652;05-04-20;Estados Unidos;;;;;;;;;;;
2;42;3;Chile;2825;Ocio;1625;29-01-23;Estados Unidos;;;;;;;;;;;
4;50;1;España;2462;Negocios;1189;25-06-21;Reino Unido;;;;;;;;;;;
2;40;1;Chile;2939;Ocio;2851;07-04-21;Perú;;;;;;;;;;;
1;47;4;México;2342;Otros;1470;24-02-20;Cuba;;;;;;;;;;;
1;30;4;Chile;2874;Otros;2171;03-04-22;Perú;;;;;;;;;;;
4;46;2;Chile;2729;Negocios;2659;31-12-20;Brasil;;;;;;;;;;;
4;46;4;España;2495;Otros;2197;28-07-19;Alemania;;;;;;;;;;;
4;39;2;España;2579;Otros;2954;04-09-21;Francia;;;;;;;;;;;
2;44;4;Chile;2848;Otros;2035;28-02-21;Brasil;;;;;;;;;;;
3;32;3;España;2463;Negocios;2915;20-07-21;Estados Unidos;;;;;;;;;;;
3;39;1;Chile;3065;Negocios;2550;02-04-22;Colombia;;;;;;;;;;;
4;35;3;España;2659;Negocios;1731;27-07-22;Reino Unido;;;;;;;;;;;
4;39;3;España;2622;Ocio;2418;02-04-19;Alemania;;;;;;;;;;;
4;40;1;Chile;3093;Negocios;2625;24-12-19;Colombia;;;;;;;;;;;
3;48;2;México;2427;Otros;1415;25-02-21;Colombia;;;;;;;;;;;
3;37;4;México;2186;Otros;1426;13-03-22;Estados Unidos;;;;;;;;;;;
1;49;2;Chile;2951;Ocio;2027;04-04-19;Brasil;;;;;;;;;;;
1;30;2;México;2205;Otros;1009;06-04-20;España;;;;;;;;;;;
4;34;1;Chile;2787;Ocio;2192;05-02-20;Brasil;;;;;;;;;;;
3;34;1;España;2600;Ocio;1885;06-04-19;Estados Unidos;;;;;;;;;;;
4;34;4;Chile;2726;Negocios;2170;03-04-20;Colombia;;;;;;;;;;;
2;36;4;España;2733;Ocio;1406;07-04-21;Reino Unido;;;;;;;;;;;
2;32;4;México;2271;Ocio;1456;03-04-22;Canadá;;;;;;;;;;;
4;37;1;Chile;3198;Ocio;1996;08-01-23;Perú;;;;;;;;;;;
3;50;2;España;2813;Ocio;1162;07-04-22;Suiza;;;;;;;;;;;
1;46;2;México;2395;Ocio;1177;26-12-21;España;;;;;;;;;;;
1;30;4;México;2066;Negocios;1281;08-01-22;Estados Unidos;;;;;;;;;;;
4;38;2;Chile;2828;Ocio;1595;30-12-21;Perú;;;;;;;;;;;
3;43;4;España;2586;Ocio;1244;31-08-20;Suiza;;;;;;;;;;;
2;50;3;España;2675;Ocio;1872;02-04-21;Suiza;;;;;;;;;;;
1;44;4;España;2609;Otros;1713;18-09-21;Francia;;;;;;;;;;;
3;31;3;México;2391;Negocios;1485;02-04-20;Cuba;;;;;;;;;;;
4;34;3;México;2151;Ocio;1164;02-04-20;España;;;;;;;;;;;
1;41;4;Chile;2632;Otros;2803;01-04-22;Brasil;;;;;;;;;;;
1;44;2;Chile;2551;Negocios;2284;06-04-21;Argentina;;;;;;;;;;;
1;37;1;España;2734;Otros;2647;18-09-20;Francia;;;;;;;;;;;
1;44;2;México;2288;Negocios;1355;06-04-19;España;;;;;;;;;;;
1;50;3;México;2332;Ocio;1164;04-04-19;Estados Unidos;;;;;;;;;;;
4;39;2;México;2236;Ocio;1284;10-01-21;Canadá;;;;;;;;;;;
1;39;2;España;2460;Otros;2552;25-06-21;Suiza;;;;;;;;;;;
2;38;4;España;2671;Negocios;1277;27-08-20;Reino Unido;;;;;;;;;;;
4;32;3;Chile;2928;Ocio;2688;02-04-22;Colombia;;;;;;;;;;;
2;37;1;Chile;2719;Negocios;2253;20-01-23;Estados Unidos;;;;;;;;;;;
1;37;1;Chile;2699;Negocios;2280;13-01-20;Perú;;;;;;;;;;;
4;35;1;México;2405;Otros;1102;21-12-22;Colombia;;;;;;;;;;;
1;36;1;España;2500;Negocios;2675;05-08-21;Estados Unidos;;;;;;;;;;;
3;33;4;México;2175;Negocios;1167;02-04-22;España;;;;;;;;;;;
4;34;2;México;2189;Ocio;1357;24-01-20;Cuba;;;;;;;;;;;
4;33;4;México;2111;Ocio;1162;01-04-21;Canadá;;;;;;;;;;;
1;40;3;México;2395;Otros;1093;01-01-20;Cuba;;;;;;;;;;;
2;46;4;España;2550;Ocio;2600;03-04-19;Francia;;;;;;;;;;;
1;38;2;México;2263;Otros;1328;16-03-23;España;;;;;;;;;;;
3;50;4;España;2580;Negocios;1217;16-07-21;Reino Unido;;;;;;;;;;;
2;47;3;Chile;2915;Negocios;2252;05-01-23;Brasil;;;;;;;;;;;
4;30;1;México;2082;Ocio;1172;22-12-19;Colombia;;;;;;;;;;;
4;37;1;México;2031;Negocios;1100;27-01-21;España;;;;;;;;;;;
3;38;3;Chile;2554;Negocios;2945;04-04-21;Perú;;;;;;;;;;;
3;34;4;Chile;2921;Ocio;2157;25-12-22;Colombia;;;;;;;;;;;
2;50;2;España;2798;Otros;1716;07-04-22;Reino Unido;;;;;;;;;;;
2;37;3;Chile;2781;Otros;2902;04-04-20;Perú;;;;;;;;;;;
3;40;4;Chile;3194;Negocios;2924;19-03-20;Estados Unidos;;;;;;;;;;;
3;44;4;España;2555;Otros;2870;04-04-21;Alemania;;;;;;;;;;;
3;33;2;España;2580;Ocio;2333;01-04-21;Francia;;;;;;;;;;;
1;43;1;España;2521;Negocios;2201;06-04-20;Suiza;;;;;;;;;;;
3;49;2;México;2068;Otros;1449;19-03-20;Estados Unidos;;;;;;;;;;;
4;32;4;México;2025;Negocios;1382;09-02-23;Canadá;;;;;;;;;;;
3;41;1;España;2508;Otros;1514;17-07-20;Alemania;;;;;;;;;;;
1;45;4;México;2394;Ocio;1382;26-01-22;Cuba;;;;;;;;;;;
1;30;2;México;2093;Negocios;1382;10-02-21;Cuba;;;;;;;;;;;
3;31;3;Chile;2952;Ocio;1994;05-04-22;Brasil;;;;;;;;;;;
2;33;1;España;2491;Negocios;1536;21-06-22;Estados Unidos;;;;;;;;;;;
2;31;3;España;2780;Negocios;2477;05-04-21;Estados Unidos;;;;;;;;;;;
4;44;1;España;2514;Negocios;1474;11-09-21;Estados Unidos;;;;;;;;;;;
1;39;3;Chile;3027;Ocio;2565;01-02-21;Colombia;;;;;;;;;;;
4;40;3;Chile;2777;Ocio;1830;04-02-21;Perú;;;;;;;;;;;
4;49;2;España;2593;Ocio;2512;05-04-19;Francia;;;;;;;;;;;
2;47;3;España;2620;Ocio;2210;01-04-22;Estados Unidos;;;;;;;;;;;
1;40;1;Chile;2676;Negocios;2937;05-03-20;Argentina;;;;;;;;;;;
1;43;1;España;2802;Otros;2007;12-08-20;Reino Unido;;;;;;;;;;;
3;38;1;México;2254;Negocios;1194;05-04-21;Canadá;;;;;;;;;;;
2;44;4;España;2503;Negocios;2713;02-04-21;Suiza;;;;;;;;;;;
2;47;2;Chile;3219;Otros;2471;02-04-19;Perú;;;;;;;;;;;
3;36;1;España;2786;Ocio;1219;06-04-19;Francia;;;;;;;;;;;
1;49;4;España;2787;Negocios;1446;22-07-22;Alemania;;;;;;;;;;;
2;47;3;España;2604;Otros;1089;17-08-19;Francia;;;;;;;;;;;
1;37;2;España;2708;Ocio;2336;05-04-21;Francia;;;;;;;;;;;
3;41;1;México;2052;Otros;1309;05-04-22;Estados Unidos;;;;;;;;;;;
2;45;2;México;2229;Ocio;1390;02-04-22;Cuba;;;;;;;;;;;
2;32;2;Chile;2760;Ocio;2844;05-04-21;Argentina;;;;;;;;;;;
4;38;4;España;2490;Negocios;1552;27-07-19;Suiza;;;;;;;;;;;
3;48;1;México;2351;Ocio;1214;14-03-21;Cuba;;;;;;;;;;;
1;45;3;México;2089;Ocio;1342;14-03-22;Estados Unidos;;;;;;;;;;;
2;30;1;Chile;3026;Ocio;2501;11-03-22;Estados Unidos;;;;;;;;;;;
2;37;4;España;2537;Otros;1775;21-08-22;Alemania;;;;;;;;;;;
2;48;3;México;2059;Otros;1124;05-04-19;Estados Unidos;;;;;;;;;;;
1;47;1;México;2128;Negocios;1045;09-03-20;Cuba;;;;;;;;;;;
1;31;1;España;2655;Otros;1519;01-04-22;Alemania;;;;;;;;;;;
1;38;4;Chile;2842;Negocios;1689;08-01-23;Estados Unidos;;;;;;;;;;;
4;44;1;Chile;2563;Negocios;2733;02-04-22;Estados Unidos;;;;;;;;;;;
4;48;3;España;2479;Otros;1713;01-04-19;Suiza;;;;;;;;;;;
1;48;4;España;2580;Otros;2148;05-04-20;Reino Unido;;;;;;;;;;;
2;36;2;España;2765;Otros;2244;15-08-22;Reino Unido;;;;;;;;;;;
4;30;3;España;2553;Negocios;2842;07-09-21;Estados Unidos;;;;;;;;;;;
4;46;1;Chile;2741;Otros;2938;01-04-22;Argentina;;;;;;;;;;;
2;48;1;España;2779;Otros;1242;05-04-22;Reino Unido;;;;;;;;;;;
1;48;4;España;2477;Otros;1109;23-06-21;Alemania;;;;;;;;;;;
1;38;2;México;2428;Ocio;1287;14-01-20;Canadá;;;;;;;;;;;
3;48;4;España;2785;Otros;2333;17-08-21;Reino Unido;;;;;;;;;;;
1;30;2;Chile;2712;Ocio;2823;14-01-23;Argentina;;;;;;;;;;;
4;34;1;España;2472;Negocios;2909;02-04-20;Estados Unidos;;;;;;;;;;;
4;37;4;España;2485;Otros;2106;07-04-21;Francia;;;;;;;;;;;
1;38;3;Chile;2705;Negocios;2954;13-01-23;Colombia;;;;;;;;;;;
2;47;2;México;2422;Negocios;1208;20-01-23;España;;;;;;;;;;;
2;46;2;España;2568;Negocios;2492;06-04-21;Alemania;;;;;;;;;;;
4;38;4;Chile;2707;Ocio;1663;13-01-22;Perú;;;;;;;;;;;
3;45;3;Chile;2650;Negocios;2609;07-04-20;Brasil;;;;;;;;;;;
1;43;4;España;2699;Ocio;1445;06-07-20;Francia;;;;;;;;;;;
1;31;3;Chile;2765;Negocios;2320;24-02-22;Estados Unidos;;;;;;;;;;;
3;45;2;México;2385;Otros;1477;02-02-23;Cuba;;;;;;;;;;;
3;48;3;México;2299;Otros;1081;25-12-20;Estados Unidos;;;;;;;;;;;
1;38;3;Chile;2967;Ocio;2021;03-04-19;Brasil;;;;;;;;;;;
1;50;3;México;2076;Otros;1106;06-04-20;Canadá;;;;;;;;;;;
4;38;3;España;2726;Otros;1988;06-04-19;Estados Unidos;;;;;;;;;;;
2;41;3;Chile;3114;Negocios;2857;03-04-21;Estados Unidos;;;;;;;;;;;
4;31;4;México;2358;Negocios;1122;03-04-21;Cuba;;;;;;;;;;;
3;34;2;México;2237;Otros;1320;29-12-19;Colombia;;;;;;;;;;;
2;48;1;México;2110;Ocio;1160;06-04-20;Cuba;;;;;;;;;;;
4;30;1;México;2242;Ocio;1267;01-04-19;Estados Unidos;;;;;;;;;;;
